ROI,AverageControllability_zscore,ModalControllability_zscore,MinControlEnergy_zscore
0,5.817905190172355,-2.442359930281526,-0.5034088092380149
1,41.91682041272824,-2.2940588716499035,-3.0993396878919217
2,7.496456687470709,-1.906123847226362,0.018108535368634115
3,13.808300616194813,-5.480060611507528,-0.300571744833214
4,4.899770481669838,0.3379706538266387,-0.7557737785625934
5,0.958803545712476,-1.815048859953334,-2.691419566232129
6,22.496649614480763,-0.6879711787002121,-3.4473193246490057
7,11.226965441121159,0.03329958653604749,-4.407613581662553
8,19.333934744380983,-0.9169762280584969,-7.586743903775641
9,6.109246794053275,0.614303819853634,-3.0229420171698673
10,9.034786009652642,-0.12130394552232412,-5.950918256875215
11,4.284502821221515,-0.694740977472246,-6.4797773645850265
12,6.690575948512224,1.150247442276068,-2.2252799442837805
13,26.07376077930316,-1.4819094820931884,-5.2645122611892345
14,14.186327062230575,2.9085680847379085,-4.187499442318807
