ROI,AverageControllability_zscore,ModalControllability_zscore,MinControlEnergy_zscore
0,2.2776843328199767,-3.342516152733093,0.6402135014249871
1,46.12115598177198,-3.126419160842903,-0.797050699010291
2,2.111974834008252,-1.1347640283183362,0.5614655810467953
3,12.362024697793887,-2.8870146765560403,-0.5717612906810929
4,4.193855323884719,-0.45094836307401526,-1.4114216838646916
5,-1.9589350061674502,3.5039017677349724,-7.944168029253507
6,0.8607639084642363,4.142462734397507,-11.121176103155321
7,-1.2955935104029133,4.252632823627173,-8.23699824269902
8,1.1070385422350932,-7.08564603057793,-0.8770146283812069
9,16.86034641117927,-1.4086939491096453,1.2332477976563772
10,4.929487018149598,-2.255404425847624,0.8147739654657888
11,3.682544323749597,-0.2647611247516868,0.026725493960578176
12,2.5387539896622724,-1.151868633594904,0.3631406153030013
13,14.866249602470328,-2.4967596764178808,-1.4473969820433992
14,1.3938074181089368,-2.3306082282329736,0.582489493816409
