ROI,AverageControllability_zscore,ModalControllability_zscore,MinControlEnergy_zscore
0,8.975389353719114,-6.253400861998694,1.6968361669172751
1,27.011232735723087,-1.790974634445502,-1.4890657704790031
2,2.2141527650310637,1.8275295431583336,-1.5457201175675261
3,7.950894538816283,-4.582479322017752,-0.2095715506664919
4,3.1815983116387145,-0.7874275387097549,0.6391038434233803
5,3.080484672135523,-0.8725652938699592,-4.1819927528979335
6,14.070007612415292,2.0149590323355917,-2.7238109282887017
7,11.730101807255366,2.8667193381125737,-3.34846232958294
8,27.4144939263238,-2.358044376412736,-7.068445601459502
9,6.67678348226743,-0.009683236967336585,-2.189847575516428
10,6.708240155586142,1.0250945808736776,-7.951911690503844
11,6.518484556255032,-1.5919860700607695,-5.418151144644112
12,3.2999630556397843,-0.21310309988481263,-1.2452031027229469
13,17.408592210891385,-0.14187849131855057,-4.0859147429856195
14,10.342574960003045,-0.05039914669581473,-4.4703655878165955
