ROI,AverageControllability_zscore,ModalControllability_zscore,MinControlEnergy_zscore
0,0.9254676655195557,-2.3584106746586446,0.44824461813933253
1,26.792171256798646,-2.855445318683935,1.1397877833790475
2,1.4019034128744818,-1.046629252818057,-0.22685991448609238
3,10.018570446843864,-4.741227171639906,-1.0285895470582185
4,0.3769355547429868,0.3175172712772156,-0.6949296344676115
5,-1.6963871971359958,1.810097052076621,-8.536623789279036
6,-2.2366415098898806,5.706671193151758,-9.605709005727695
7,-3.999709588569484,5.496956043970824,-8.506761290458893
8,3.2922110426809374,3.8479922416068177,-0.02534473933216285
9,9.000771975997278,-1.3322366532349987,1.3605175298040086
10,2.0228699199779663,-0.8419882100647966,0.6849630913835052
11,1.061813100357024,-1.0942459821971926,2.029968262664579
12,1.8615034910206152,-1.8654719912662805,0.23753319695713798
13,9.696219170587925,-3.5230863566072386,1.5609475249543372
14,1.689383778659756,-0.423128762700843,-0.7660875565840439
